BenchMarkFunction, Test Number, Harmony Memory Size Test Number, Dimensions, Search Range, Adjustment Range, Harmony Memory Size, Acceptance Rate, Best Result, Current Result, Coordenadas ,,,,,,,,,,,,,,,,,,,
sphere,18,10,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,11,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,12,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,13,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,14,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,15,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,16,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,17,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,18,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,18,19,1,-20,0.7,20,0.95,2.84E-07,undefined,0.000533048,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,0,1,-20,0.7,20,0.95,5.32E-07,-0.000729425,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,1,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,2,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,3,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,4,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,5,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,6,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,7,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,8,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,9,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,10,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,11,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,12,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,13,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,14,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,15,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,16,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,17,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,18,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,19,19,1,-20,0.7,20,0.95,5.32E-07,undefined,-0.000729425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,0,1,-20,0.7,20,0.95,1.06218E-06,-0.001030619,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,1,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,2,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,3,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,4,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,5,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,6,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,7,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,8,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,9,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,10,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,11,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,12,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,13,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,14,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,15,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,16,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,17,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,18,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,20,19,1,-20,0.7,20,0.95,1.06218E-06,undefined,-0.001030619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,0,1,-20,0.7,20,0.95,1.51E-07,-0.000388071,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,1,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,2,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,3,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,4,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,5,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,6,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,7,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,8,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,9,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,10,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,11,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,12,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,13,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,14,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,15,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,16,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,17,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,18,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,21,19,1,-20,0.7,20,0.95,1.51E-07,undefined,-0.000388071,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,0,1,-20,0.7,20,0.95,2.78E-08,0.000166635,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,1,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,2,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,3,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,4,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,5,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,6,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,7,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,8,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,9,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,10,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,11,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,12,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,13,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,14,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,15,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,16,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,17,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,18,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,22,19,1,-20,0.7,20,0.95,2.78E-08,undefined,0.000166635,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,0,1,-20,0.7,20,0.95,1.97E-07,0.000443783,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,1,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,2,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,3,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,4,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,5,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,6,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,7,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,8,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,9,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,10,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,11,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,12,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,13,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,14,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,15,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,16,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,17,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,18,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,23,19,1,-20,0.7,20,0.95,1.97E-07,undefined,0.000443783,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,0,1,-20,0.7,20,0.95,1.86E-09,4.30894E-05,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,1,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,2,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,3,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,4,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,5,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,6,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,7,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
